v2	Ix(M1:D)
5.000000000000000e+00	6.610657e-02
6.000000000000000e+00	6.610657e-02
7.000000000000000e+00	6.610657e-02
8.000000000000000e+00	6.610657e-02
9.000000000000000e+00	6.610657e-02
1.000000000000000e+01	6.610657e-02
Step Information: V1=4  (Step: 9/21)
0.000000000000000e+00	-2.520060e-13
1.000000000000000e+00	1.001152e-01
2.000000000000000e+00	1.234621e-01
3.000000000000000e+00	1.234621e-01
4.000000000000000e+00	1.234621e-01
5.000000000000000e+00	1.234621e-01
6.000000000000000e+00	1.234621e-01
7.000000000000000e+00	1.234621e-01
8.000000000000000e+00	1.234621e-01
9.000000000000000e+00	1.234621e-01
1.000000000000000e+01	1.234621e-01
Step Information: V1=4.5  (Step: 10/21)
0.000000000000000e+00	-2.532996e-13
1.000000000000000e+00	1.341005e-01
2.000000000000000e+00	1.927987e-01
3.000000000000000e+00	1.954812e-01
4.000000000000000e+00	1.954812e-01
5.000000000000000e+00	1.954812e-01
6.000000000000000e+00	1.954812e-01
7.000000000000000e+00	1.954812e-01
8.000000000000000e+00	1.954812e-01
9.000000000000000e+00	1.954812e-01
1.000000000000000e+01	1.954812e-01
Step Information: V1=5  (Step: 11/21)
0.000000000000000e+00	-2.544499e-13
1.000000000000000e+00	1.654226e-01
2.000000000000000e+00	2.587115e-01
3.000000000000000e+00	2.804101e-01
4.000000000000000e+00	2.806430e-01
5.000000000000000e+00	2.806430e-01
6.000000000000000e+00	2.806430e-01
7.000000000000000e+00	2.806430e-01
8.000000000000000e+00	2.806430e-01
9.000000000000000e+00	2.806430e-01
1.000000000000000e+01	2.806430e-01
Step Information: V1=5.5  (Step: 12/21)
0.000000000000000e+00	-2.554854e-13
1.000000000000000e+00	1.943730e-01
2.000000000000000e+00	3.200281e-01
3.000000000000000e+00	3.749400e-01
4.000000000000000e+00	3.776725e-01
5.000000000000000e+00	3.776725e-01
6.000000000000000e+00	3.776725e-01
7.000000000000000e+00	3.776725e-01
8.000000000000000e+00	3.776725e-01
9.000000000000000e+00	3.776725e-01
1.000000000000000e+01	3.776725e-01
Step Information: V1=6  (Step: 13/21)
0.000000000000000e+00	-2.564271e-13
1.000000000000000e+00	2.212037e-01
2.000000000000000e+00	3.769628e-01
3.000000000000000e+00	4.648910e-01
4.000000000000000e+00	4.852937e-01
5.000000000000000e+00	4.854885e-01
6.000000000000000e+00	4.854885e-01
7.000000000000000e+00	4.854885e-01
8.000000000000000e+00	4.854885e-01
9.000000000000000e+00	4.854885e-01
1.000000000000000e+01	4.854885e-01
Step Information: V1=6.5  (Step: 14/21)
0.000000000000000e+00	-2.572905e-13
1.000000000000000e+00	2.461330e-01
2.000000000000000e+00	4.299415e-01
3.000000000000000e+00	5.487770e-01
4.000000000000000e+00	6.006073e-01
5.000000000000000e+00	6.031646e-01
6.000000000000000e+00	6.031646e-01
7.000000000000000e+00	6.031646e-01
8.000000000000000e+00	6.031646e-01
9.000000000000000e+00	6.031646e-01
1.000000000000000e+01	6.031646e-01
Step Information: V1=7  (Step: 15/21)
0.000000000000000e+00	-2.580877e-13
1.000000000000000e+00	2.693511e-01
2.000000000000000e+00	4.793400e-01
3.000000000000000e+00	6.271361e-01
4.000000000000000e+00	7.104174e-01
5.000000000000000e+00	7.297345e-01
6.000000000000000e+00	7.298999e-01
7.000000000000000e+00	7.298999e-01
8.000000000000000e+00	7.298999e-01
9.000000000000000e+00	7.298999e-01
1.000000000000000e+01	7.298999e-01
Step Information: V1=7.5  (Step: 16/21)
0.000000000000000e+00	-2.588280e-13
1.000000000000000e+00	2.910244e-01
2.000000000000000e+00	5.254909e-01
3.000000000000000e+00	7.004510e-01
4.000000000000000e+00	8.133677e-01
5.000000000000000e+00	8.625854e-01
6.000000000000000e+00	8.649965e-01
7.000000000000000e+00	8.649965e-01
8.000000000000000e+00	8.649965e-01
9.000000000000000e+00	8.649965e-01
1.000000000000000e+01	8.649965e-01
Step Information: V1=8  (Step: 17/21)
0.000000000000000e+00	-2.595192e-13
1.000000000000000e+00	3.112986e-01
2.000000000000000e+00	5.686892e-01
3.000000000000000e+00	7.691553e-01
4.000000000000000e+00	9.100077e-01
5.000000000000000e+00	9.893107e-01
6.000000000000000e+00	1.007699e+00
7.000000000000000e+00	1.007841e+00
8.000000000000000e+00	1.007841e+00
9.000000000000000e+00	1.007841e+00
1.000000000000000e+01	1.007841e+00
Step Information: V1=8.5  (Step: 18/21)
0.000000000000000e+00	-2.601672e-13
1.000000000000000e+00	3.303024e-01
2.000000000000000e+00	6.091968e-01
3.000000000000000e+00	8.336390e-01
4.000000000000000e+00	1.000838e+00
5.000000000000000e+00	1.108642e+00
6.000000000000000e+00	1.155606e+00
7.000000000000000e+00	1.157894e+00
8.000000000000000e+00	1.157894e+00
9.000000000000000e+00	1.157894e+00
1.000000000000000e+01	1.157894e+00
Step Information: V1=9  (Step: 19/21)
0.000000000000000e+00	-2.607773e-13
1.000000000000000e+00	3.481492e-01
2.000000000000000e+00	6.472471e-01
3.000000000000000e+00	8.942528e-01
4.000000000000000e+00	1.086315e+00
5.000000000000000e+00	1.221120e+00
6.000000000000000e+00	1.296965e+00
7.000000000000000e+00	1.314547e+00
8.000000000000000e+00	1.314672e+00
9.000000000000000e+00	1.314672e+00
1.000000000000000e+01	1.314672e+00
Step Information: V1=9.5  (Step: 20/21)
0.000000000000000e+00	-2.613536e-13
1.000000000000000e+00	3.649397e-01
2.000000000000000e+00	6.830484e-01
3.000000000000000e+00	9.513124e-01
4.000000000000000e+00	1.166854e+00
5.000000000000000e+00	1.327242e+00
6.000000000000000e+00	1.430571e+00
7.000000000000000e+00	1.475565e+00
8.000000000000000e+00	1.477746e+00
9.000000000000000e+00	1.477746e+00
1.000000000000000e+01	1.477746e+00
Step Information: V1=10  (Step: 21/21)
0.000000000000000e+00	-2.618996e-13
1.000000000000000e+00	3.807634e-01
2.000000000000000e+00	7.167870e-01
3.000000000000000e+00	1.005103e+00
4.000000000000000e+00	1.242833e+00
5.000000000000000e+00	1.427467e+00
6.000000000000000e+00	1.558314e+00
7.000000000000000e+00	1.629735e+00
8.000000000000000e+00	1.646625e+00
9.000000000000000e+00	1.646730e+00
1.000000000000000e+01	1.646730e+00
